grid_id,has_degradation,observation_count,spatial_split
grid_426880_9426560,0,19,train
grid_426880_9427840,0,15,train
grid_426880_9429120,0,16,train
grid_426880_9430400,0,7,train
grid_426880_9431680,1,12,test
grid_426880_9432960,0,13,train
grid_426880_9434240,1,5,train
grid_426880_9435520,0,14,val
grid_426880_9436800,0,11,train
grid_426880_9438080,1,10,test
grid_428160_9397120,0,21,train
grid_428160_9398400,0,20,train
grid_428160_9399680,0,21,train
grid_428160_9400960,0,19,test
grid_428160_9402240,0,19,train
grid_428160_9403520,0,20,train
grid_428160_9416320,1,7,train
grid_428160_9417600,1,9,train
grid_428160_9418880,1,15,train
grid_428160_9420160,1,14,train
grid_428160_9421440,0,14,val
grid_428160_9422720,1,12,train
grid_428160_9424000,0,14,train
grid_428160_9425280,0,7,train
grid_428160_9426560,0,17,val
grid_428160_9427840,0,16,train
grid_428160_9429120,0,12,train
grid_428160_9430400,1,8,val
grid_428160_9431680,0,7,train
grid_428160_9432960,1,15,train
grid_428160_9434240,1,11,train
grid_428160_9435520,0,9,val
grid_428160_9436800,0,1,train
grid_428160_9438080,1,6,train
grid_429440_9395840,0,18,test
grid_429440_9397120,0,21,test
grid_429440_9398400,0,21,train
grid_429440_9399680,0,20,train
grid_429440_9400960,0,21,val
grid_429440_9402240,0,21,train
grid_429440_9417600,1,10,train
grid_429440_9418880,1,9,train
grid_429440_9420160,1,7,train
grid_429440_9421440,1,14,train
grid_429440_9422720,1,8,train
grid_429440_9424000,0,12,train
grid_429440_9425280,1,11,val
grid_429440_9426560,1,9,train
grid_429440_9427840,0,12,test
grid_429440_9429120,0,10,train
grid_429440_9430400,0,13,val
grid_429440_9431680,0,11,train
grid_429440_9432960,1,7,train
grid_429440_9434240,1,6,train
grid_429440_9435520,1,8,train
grid_429440_9436800,1,7,val
grid_430720_9389440,0,15,train
grid_430720_9394560,0,18,train
grid_430720_9395840,0,19,train
grid_430720_9397120,0,22,train
grid_430720_9398400,0,20,train
grid_430720_9399680,0,20,val
grid_430720_9400960,0,21,test
grid_430720_9422720,1,6,val
grid_430720_9424000,0,11,train
grid_430720_9426560,0,14,val
grid_430720_9427840,0,7,test
grid_430720_9429120,0,12,train
grid_430720_9430400,0,8,test
grid_430720_9431680,0,12,train
grid_430720_9432960,1,10,train
grid_430720_9434240,1,6,train
grid_430720_9435520,0,9,test
grid_430720_9436800,1,13,train
grid_432000_9372800,0,24,val
grid_432000_9374080,0,24,train
grid_432000_9375360,0,22,train
grid_432000_9376640,0,16,train
grid_432000_9386880,0,18,val
grid_432000_9388160,0,21,test
grid_432000_9389440,0,22,train
grid_432000_9390720,0,27,train
grid_432000_9392000,0,20,train
grid_432000_9393280,0,22,train
grid_432000_9394560,0,21,test
grid_432000_9395840,0,18,train
grid_432000_9397120,0,21,train
grid_432000_9398400,0,22,train
grid_432000_9399680,0,18,train
grid_432000_9427840,0,9,val
grid_432000_9429120,0,9,train
grid_432000_9430400,0,15,val
grid_432000_9431680,1,9,train
grid_432000_9432960,1,6,train
grid_432000_9434240,1,10,test
grid_433280_9371520,0,26,train
grid_433280_9372800,0,23,train
grid_433280_9374080,0,21,train
grid_433280_9375360,0,22,val
grid_433280_9376640,0,23,train
grid_433280_9377920,0,22,train
grid_433280_9385600,0,19,val
grid_433280_9386880,0,24,train
grid_433280_9388160,0,21,train
grid_433280_9389440,0,22,test
grid_433280_9390720,0,26,val
grid_433280_9392000,0,23,train
grid_433280_9393280,0,23,train
grid_433280_9394560,0,22,test
grid_433280_9395840,0,20,train
grid_433280_9397120,0,20,val
grid_433280_9398400,0,19,train
grid_433280_9429120,0,7,val
grid_433280_9430400,0,14,train
grid_433280_9431680,1,10,train
grid_433280_9432960,1,8,train
grid_433280_9434240,1,11,train
grid_434560_9371520,0,25,test
grid_434560_9372800,0,22,train
grid_434560_9374080,0,18,train
grid_434560_9375360,0,20,test
grid_434560_9376640,0,22,train
grid_434560_9377920,0,24,train
grid_434560_9379200,0,18,train
grid_434560_9380480,0,22,train
grid_434560_9381760,0,23,train
grid_434560_9383040,0,23,train
grid_434560_9384320,0,24,train
grid_434560_9385600,0,21,train
grid_434560_9386880,0,22,train
grid_434560_9388160,0,21,train
grid_434560_9389440,1,23,train
grid_434560_9390720,0,24,train
grid_434560_9392000,0,22,train
grid_434560_9393280,0,22,test
grid_434560_9394560,0,19,val
grid_434560_9395840,0,18,train
grid_434560_9397120,0,20,val
grid_434560_9427840,0,8,train
grid_434560_9429120,1,8,test
grid_434560_9430400,0,10,train
grid_434560_9431680,0,13,train
grid_434560_9432960,0,7,val
grid_435840_9370240,0,21,train
grid_435840_9371520,0,22,train
grid_435840_9372800,0,21,val
grid_435840_9374080,0,19,train
grid_435840_9375360,0,19,train
grid_435840_9376640,0,22,val
grid_435840_9377920,0,21,train
grid_435840_9379200,0,3,train
grid_435840_9380480,0,21,train
grid_435840_9381760,0,25,test
grid_435840_9383040,0,24,val
grid_435840_9384320,0,21,train
grid_435840_9385600,0,20,train
grid_435840_9386880,0,20,train
grid_435840_9388160,0,24,train
grid_435840_9389440,0,23,val
grid_435840_9390720,0,25,val
grid_435840_9392000,0,24,val
grid_435840_9429120,0,7,train
grid_435840_9430400,0,10,val
grid_437120_9370240,0,20,train
grid_437120_9371520,0,19,val
grid_437120_9372800,0,23,val
grid_437120_9374080,0,19,train
grid_437120_9375360,0,18,train
grid_437120_9376640,0,20,train
grid_437120_9377920,0,22,train
grid_437120_9379200,0,22,train
grid_437120_9380480,0,24,train
grid_437120_9381760,0,25,train
grid_437120_9383040,0,24,val
grid_437120_9384320,0,20,train
grid_437120_9385600,0,20,train
grid_437120_9386880,0,20,train
grid_437120_9388160,0,22,train
grid_437120_9389440,0,24,test
grid_437120_9429120,1,9,train
grid_437120_9430400,1,9,train
grid_438400_9370240,0,14,val
grid_438400_9371520,0,18,train
grid_438400_9372800,0,21,train
grid_438400_9374080,0,21,train
grid_438400_9375360,0,19,train
grid_438400_9376640,0,20,test
grid_438400_9377920,0,24,train
grid_438400_9379200,0,21,train
grid_438400_9380480,0,20,train
grid_438400_9381760,0,23,train
grid_438400_9383040,0,21,train
grid_438400_9384320,0,20,train
grid_438400_9385600,0,20,train
grid_438400_9386880,0,19,train
grid_438400_9388160,0,21,train
grid_438400_9389440,0,20,train
grid_438400_9430400,0,18,val
grid_439680_9372800,0,22,train
grid_439680_9374080,0,22,train
grid_439680_9375360,0,19,train
grid_439680_9376640,0,15,train
grid_439680_9377920,0,22,train
grid_439680_9379200,0,23,train
grid_439680_9380480,0,23,val
grid_439680_9381760,0,21,train
grid_439680_9383040,0,22,train
grid_439680_9384320,0,21,train
grid_439680_9385600,0,19,train
grid_439680_9386880,0,19,train
grid_439680_9388160,0,20,train
grid_439680_9430400,0,13,test
grid_440960_9372800,0,22,test
grid_440960_9374080,0,23,test
grid_440960_9375360,0,21,train
grid_440960_9376640,0,22,train
grid_440960_9377920,0,22,train
grid_440960_9379200,0,25,val
grid_440960_9380480,0,21,train
grid_440960_9381760,0,22,train
grid_440960_9383040,0,20,train
grid_440960_9384320,0,19,train
grid_440960_9385600,0,19,train
grid_440960_9386880,0,20,train
grid_440960_9388160,0,20,train
grid_442240_9372800,0,24,train
grid_442240_9374080,0,22,test
grid_442240_9375360,0,22,train
grid_442240_9376640,0,20,train
grid_442240_9377920,0,22,train
grid_442240_9379200,0,21,train
grid_442240_9380480,0,20,train
grid_442240_9381760,0,21,test
grid_442240_9383040,0,21,train
grid_442240_9384320,0,19,train
grid_442240_9385600,0,17,test
grid_442240_9386880,0,18,train
grid_443520_9360000,0,27,train
grid_443520_9361280,0,22,val
grid_443520_9370240,0,24,val
grid_443520_9371520,0,23,val
grid_443520_9372800,0,22,test
grid_443520_9374080,0,24,train
grid_443520_9375360,0,22,val
grid_443520_9376640,0,21,val
grid_443520_9377920,0,24,train
grid_443520_9379200,0,24,test
grid_443520_9380480,0,20,train
grid_443520_9381760,0,20,train
grid_443520_9383040,0,20,train
grid_443520_9384320,0,18,train
grid_444800_9358720,0,18,train
grid_444800_9360000,0,22,train
grid_444800_9361280,0,21,train
grid_444800_9362560,0,21,train
grid_444800_9363840,0,7,train
grid_444800_9367680,0,18,test
grid_444800_9368960,0,19,train
grid_444800_9370240,0,22,train
grid_444800_9371520,0,21,test
grid_444800_9372800,0,24,train
grid_444800_9374080,0,23,train
grid_444800_9375360,0,22,train
grid_444800_9376640,0,23,train
grid_444800_9377920,0,24,val
grid_444800_9379200,0,22,test
grid_444800_9380480,0,21,train
grid_444800_9381760,0,22,train
grid_444800_9383040,0,20,test
grid_446080_9357440,0,22,train
grid_446080_9358720,0,25,train
grid_446080_9360000,0,19,train
grid_446080_9361280,0,19,train
grid_446080_9362560,0,20,test
grid_446080_9363840,0,22,train
grid_446080_9365120,0,21,train
grid_446080_9366400,0,19,train
grid_446080_9367680,0,19,train
grid_446080_9368960,0,21,train
grid_446080_9370240,0,22,val
grid_446080_9371520,0,25,train
grid_446080_9372800,0,25,train
grid_446080_9374080,0,23,train
grid_446080_9375360,0,21,train
grid_446080_9376640,0,22,train
grid_446080_9377920,0,22,train
grid_446080_9379200,0,21,train
grid_446080_9380480,0,22,train
grid_446080_9381760,0,22,train
grid_447360_9357440,0,22,train
grid_447360_9358720,0,20,train
grid_447360_9360000,0,20,train
grid_447360_9361280,0,19,val
grid_447360_9362560,0,20,train
grid_447360_9363840,0,22,train
grid_447360_9365120,0,12,train
grid_447360_9366400,0,19,test
grid_447360_9367680,0,22,train
grid_447360_9368960,0,21,val
grid_447360_9370240,0,24,train
grid_447360_9371520,0,25,val
grid_447360_9372800,0,24,test
grid_447360_9374080,0,22,train
grid_447360_9375360,0,22,val
grid_447360_9376640,0,20,test
grid_447360_9377920,0,21,test
grid_447360_9379200,0,20,train
grid_447360_9380480,0,22,train
grid_447360_9381760,0,20,train
grid_448640_9356160,0,20,val
grid_448640_9357440,0,23,val
grid_448640_9358720,0,21,train
grid_448640_9360000,0,19,val
grid_448640_9361280,0,22,test
grid_448640_9362560,0,23,test
grid_448640_9363840,0,20,train
grid_448640_9365120,0,22,train
grid_448640_9366400,1,6,train
grid_448640_9367680,0,14,train
grid_448640_9368960,0,22,train
grid_448640_9370240,0,24,train
grid_448640_9371520,0,23,val
grid_448640_9372800,0,20,train
grid_448640_9374080,0,23,test
grid_448640_9375360,0,22,val
grid_448640_9376640,0,21,train
grid_448640_9377920,0,21,train
grid_448640_9379200,0,19,val
grid_449920_9354880,0,24,train
grid_449920_9356160,0,20,val
grid_449920_9357440,0,19,train
grid_449920_9358720,0,19,test
grid_449920_9360000,0,21,train
grid_449920_9361280,0,21,train
grid_449920_9362560,0,21,test
grid_449920_9363840,0,22,test
grid_449920_9365120,0,19,val
grid_449920_9366400,0,20,train
grid_449920_9367680,1,5,train
grid_449920_9368960,0,19,train
grid_449920_9370240,0,25,train
grid_449920_9371520,0,18,train
grid_449920_9372800,0,23,val
grid_449920_9374080,0,22,train
grid_449920_9375360,0,22,train
grid_449920_9376640,0,21,val
grid_449920_9377920,0,20,train
grid_451200_9353600,0,21,train
grid_451200_9354880,0,21,val
grid_451200_9356160,0,21,test
grid_451200_9357440,0,19,val
grid_451200_9358720,0,18,test
grid_451200_9360000,0,18,train
grid_451200_9361280,0,21,train
grid_451200_9362560,0,22,train
grid_451200_9363840,0,23,train
grid_451200_9365120,0,21,test
grid_451200_9366400,0,19,test
grid_451200_9367680,1,13,train
grid_451200_9368960,0,17,train
grid_451200_9370240,0,18,train
grid_451200_9371520,0,21,train
grid_451200_9372800,0,22,test
grid_451200_9374080,0,25,val
grid_451200_9375360,0,23,train
grid_451200_9376640,0,22,train
grid_451200_9377920,0,20,train
grid_452480_9352320,0,23,train
grid_452480_9353600,0,20,test
grid_452480_9354880,0,19,val
grid_452480_9356160,0,20,train
grid_452480_9357440,0,17,test
grid_452480_9358720,0,17,train
grid_452480_9360000,0,18,val
grid_452480_9361280,0,20,train
grid_452480_9362560,0,19,train
grid_452480_9363840,0,23,train
grid_452480_9365120,0,21,val
grid_452480_9366400,0,20,train
grid_452480_9367680,0,19,train
grid_452480_9368960,0,22,val
grid_452480_9370240,0,25,train
grid_452480_9371520,0,22,test
grid_452480_9372800,0,22,train
grid_452480_9374080,0,23,train
grid_452480_9375360,0,24,train
grid_452480_9376640,0,21,train
grid_453760_9345920,0,20,train
grid_453760_9352320,0,20,train
grid_453760_9353600,0,20,train
grid_453760_9354880,0,19,train
grid_453760_9356160,0,20,val
grid_453760_9357440,0,17,train
grid_453760_9358720,0,18,train
grid_453760_9360000,0,21,test
grid_453760_9361280,0,20,train
grid_453760_9362560,0,21,val
grid_453760_9363840,0,23,train
grid_453760_9365120,0,22,train
grid_453760_9366400,0,21,train
grid_453760_9367680,0,21,train
grid_453760_9368960,0,24,train
grid_453760_9370240,0,25,val
grid_453760_9371520,0,23,train
grid_453760_9372800,0,23,val
grid_453760_9374080,0,23,test
grid_453760_9375360,0,21,train
grid_455040_9344640,0,20,train
grid_455040_9345920,0,20,train
grid_455040_9347200,0,20,train
grid_455040_9351040,0,23,test
grid_455040_9352320,0,20,train
grid_455040_9353600,0,18,train
grid_455040_9354880,0,19,test
grid_455040_9356160,0,20,train
grid_455040_9357440,0,20,val
grid_455040_9358720,0,23,val
grid_455040_9360000,0,21,test
grid_455040_9361280,0,20,train
grid_455040_9362560,0,19,test
grid_455040_9363840,0,20,train
grid_455040_9365120,0,21,train
grid_455040_9366400,0,25,val
grid_455040_9367680,0,24,val
grid_455040_9368960,0,25,train
grid_455040_9370240,0,23,train
grid_455040_9371520,0,23,train
grid_455040_9372800,0,23,test
grid_455040_9374080,0,22,train
grid_456320_9345920,0,20,train
grid_456320_9347200,0,21,val
grid_456320_9348480,0,22,val
grid_456320_9349760,0,22,train
grid_456320_9351040,0,21,train
grid_456320_9352320,0,20,test
grid_456320_9353600,0,20,train
grid_456320_9354880,0,19,train
grid_456320_9356160,0,15,train
grid_456320_9357440,0,20,train
grid_456320_9358720,0,19,test
grid_456320_9360000,0,20,train
grid_456320_9361280,0,21,val
grid_456320_9362560,0,19,train
grid_456320_9363840,0,20,train
grid_456320_9365120,0,22,test
grid_456320_9366400,0,21,train
grid_456320_9367680,0,23,train
grid_456320_9368960,0,23,train
grid_456320_9370240,0,24,train
grid_456320_9371520,0,23,test
grid_456320_9372800,0,23,train
grid_457600_9345920,0,21,train
grid_457600_9347200,0,22,train
grid_457600_9348480,0,22,train
grid_457600_9349760,0,21,train
grid_457600_9351040,0,19,train
grid_457600_9352320,0,21,train
grid_457600_9353600,0,19,train
grid_457600_9354880,0,19,train
grid_457600_9356160,0,18,train
grid_457600_9357440,0,17,train
grid_457600_9358720,0,19,val
grid_457600_9360000,0,20,train
grid_457600_9361280,0,21,val
grid_457600_9362560,0,19,test
grid_457600_9363840,0,21,val
grid_457600_9365120,0,23,val
grid_457600_9366400,0,25,train
grid_457600_9367680,0,22,train
grid_457600_9368960,0,22,test
grid_457600_9370240,0,24,train
grid_457600_9371520,0,23,val
grid_458880_9344640,0,22,train
grid_458880_9345920,0,19,train
grid_458880_9347200,0,17,train
grid_458880_9348480,0,19,train
grid_458880_9349760,0,20,val
grid_458880_9351040,0,19,train
grid_458880_9352320,0,18,train
grid_458880_9353600,0,18,test
grid_458880_9354880,0,16,test
grid_458880_9356160,0,19,train
grid_458880_9357440,0,17,train
grid_458880_9358720,0,19,train
grid_458880_9360000,0,18,train
grid_458880_9361280,0,19,train
grid_458880_9362560,0,18,val
grid_458880_9363840,0,20,train
grid_458880_9365120,0,22,train
grid_458880_9366400,0,22,val
grid_458880_9367680,0,21,train
grid_458880_9368960,1,23,test
grid_460160_9344640,0,22,train
grid_460160_9345920,0,18,train
grid_460160_9347200,0,20,train
grid_460160_9348480,0,20,train
grid_460160_9349760,0,19,train
grid_460160_9351040,0,17,train
grid_460160_9352320,0,16,train
grid_460160_9353600,0,17,train
grid_460160_9354880,0,21,train
grid_460160_9356160,0,20,train
grid_460160_9357440,0,17,train
grid_460160_9358720,0,20,val
grid_460160_9360000,0,19,train
grid_460160_9361280,0,17,val
grid_461440_9344640,0,21,train
grid_461440_9345920,0,20,train
grid_461440_9347200,0,19,test
grid_461440_9348480,0,18,test
grid_461440_9349760,0,16,train
grid_461440_9351040,0,18,val
grid_461440_9352320,0,17,train
grid_461440_9353600,0,18,train
grid_461440_9354880,0,19,train
grid_461440_9356160,0,18,train
grid_461440_9357440,0,18,train
grid_461440_9358720,0,18,val
grid_462720_9344640,0,9,test
grid_462720_9347200,0,18,val
grid_462720_9348480,0,17,test
grid_462720_9349760,0,18,val
grid_462720_9351040,0,19,val
grid_462720_9352320,0,20,val
grid_462720_9353600,0,17,val
grid_462720_9354880,0,20,train
grid_464000_9345920,0,20,val
grid_464000_9347200,0,19,train
grid_464000_9348480,0,19,train
grid_464000_9349760,0,20,test
grid_465280_9344640,0,20,train
grid_465280_9345920,0,21,train
grid_465280_9347200,0,20,train
grid_465280_9348480,0,19,train
grid_466560_9344640,0,22,train
grid_466560_9345920,0,20,train
grid_466560_9347200,0,20,train
grid_466560_9348480,0,18,test
grid_467840_9344640,0,20,train
grid_467840_9345920,0,19,train
grid_469120_9344640,0,23,test
